workload_type,block_size,journal_modes,io_schedulers,read_ahead_sizes,barriers,noatime_options,commit_intervals,io_engines,mean_latency,bandwidth,iops
randwrite,4096,ordered,kyber,128,off,noatime,30,libaio,499.7738257,122325,30581.42791
rw,4096,ordered,kyber,128,off,noatime,30,libaio,634.4057331,23278,5819.552874
randrw,4096,ordered,kyber,128,off,noatime,30,libaio,12806.45517,2428,607.119058
read,4096,ordered,kyber,128,off,atime,5,sync,15.10700935,33483,8370.928599
write,4096,ordered,kyber,128,off,atime,5,sync,9.125002335,376103,94025.82496
randread,4096,ordered,kyber,128,off,atime,5,sync,508.7547265,7801,1950.360098
randwrite,4096,ordered,kyber,128,off,atime,5,sync,32.20371184,116924,29231.04371
rw,4096,ordered,kyber,128,off,atime,5,sync,25.43830318,25056,6264.132926
randrw,4096,ordered,kyber,128,off,atime,5,sync,867.956967,2243,560.915963
read,4096,ordered,kyber,128,off,atime,5,libaio,276.8108211,30854,7713.747646
write,4096,ordered,kyber,128,off,atime,5,libaio,129.8532288,374491,93622.85714
randread,4096,ordered,kyber,128,off,atime,5,libaio,9484.730931,6733,1683.302083
randwrite,4096,ordered,kyber,128,off,atime,5,libaio,567.346679,106174,26543.5399
rw,4096,ordered,kyber,128,off,atime,5,libaio,732.1555876,19999,4999.847561
randrw,4096,ordered,kyber,128,off,atime,5,libaio,14750.74009,2101,525.465003
read,4096,ordered,kyber,128,off,atime,30,sync,17.49542969,30464,7616.037188
write,4096,ordered,kyber,128,off,atime,30,sync,9.84056282,355208,88802.16802
randread,4096,ordered,kyber,128,off,atime,30,sync,458.3534279,8663,2165.834958
randwrite,4096,ordered,kyber,128,off,atime,30,sync,36.3936393,103778,25944.57641
rw,4096,ordered,kyber,128,off,atime,30,sync,34.73471554,22561,5640.412726
randrw,4096,ordered,kyber,128,off,atime,30,sync,905.8357568,2184,546.231223
read,4096,ordered,kyber,128,off,atime,30,libaio,267.9520739,29421,7355.331089
write,4096,ordered,kyber,128,off,atime,30,libaio,240.6871748,250137,62534.35115
randread,4096,ordered,kyber,128,off,atime,30,libaio,8366.478861,7626,1906.668218
randwrite,4096,ordered,kyber,128,off,atime,30,libaio,639.926187,91403,22850.76709
rw,4096,ordered,kyber,128,off,atime,30,libaio,734.516562,24970,6242.67225
randrw,4096,ordered,kyber,128,off,atime,30,libaio,13577.66718,2276,569.081287
read,4096,ordered,kyber,256,on,noatime,5,sync,15.51278641,43308,10827.02792
write,4096,ordered,kyber,256,on,noatime,5,sync,10.04219945,352344,88086.02151
randread,4096,ordered,kyber,256,on,noatime,5,sync,427.8148401,9269,2317.315512
randwrite,4096,ordered,kyber,256,on,noatime,5,sync,31.14925516,121138,30284.65804
rw,4096,ordered,kyber,256,on,noatime,5,sync,28.2247792,23114,5778.541226
randrw,4096,ordered,kyber,256,on,noatime,5,sync,899.2857428,2180,545.069299
read,4096,ordered,kyber,256,on,noatime,5,libaio,290.2677584,44826,11206.56635
write,4096,ordered,kyber,256,on,noatime,5,libaio,170.6673659,340005,85001.29702
randread,4096,ordered,kyber,256,on,noatime,5,libaio,9460.00693,6746,1686.50763
randwrite,4096,ordered,kyber,256,on,noatime,5,libaio,577.7387738,106736,26684.03909
rw,4096,ordered,kyber,256,on,noatime,5,libaio,738.6001767,24156,6039.219297
randrw,4096,ordered,kyber,256,on,noatime,5,libaio,14839.70493,2092,523.01829
read,4096,ordered,kyber,256,on,noatime,30,sync,15.51375482,30721,7680.300012
write,4096,ordered,kyber,256,on,noatime,30,sync,10.26317494,340446,85111.68831
randread,4096,ordered,kyber,256,on,noatime,30,sync,515.751049,7701,1925.320955
randwrite,4096,ordered,kyber,256,on,noatime,30,sync,33.54835086,111550,27887.65957
rw,4096,ordered,kyber,256,on,noatime,30,sync,31.01924604,25075,6268.922018
randrw,4096,ordered,kyber,256,on,noatime,30,sync,894.5373289,2179,544.815787
read,4096,ordered,kyber,256,on,noatime,30,libaio,258.433482,28490,7122.704054
write,4096,ordered,kyber,256,on,noatime,30,libaio,137.6384603,424181,106045.3074
randread,4096,ordered,kyber,256,on,noatime,30,libaio,9486.205669,6737,1684.340384
randwrite,4096,ordered,kyber,256,on,noatime,30,libaio,951.7129428,66958,16739.71903
rw,4096,ordered,kyber,256,on,noatime,30,libaio,408.8193578,22864,5716.103172
randrw,4096,ordered,kyber,256,on,noatime,30,libaio,18901.87404,1642,410.675381
read,4096,ordered,kyber,256,on,atime,5,sync,18.40163113,34164,8541.118207
write,4096,ordered,kyber,256,on,atime,5,sync,17.91010094,184738,46184.63707
randread,4096,ordered,kyber,256,on,atime,5,sync,523.9885391,7538,1884.734844
randwrite,4096,ordered,kyber,256,on,atime,5,sync,30.9623432,121701,30425.25534
rw,4096,ordered,kyber,256,on,atime,5,sync,27.64707918,20190,5047.553093
randrw,4096,ordered,kyber,256,on,atime,5,sync,879.0872064,2203,550.882615
read,4096,ordered,kyber,256,on,atime,5,libaio,329.0128429,34804,8701.009028
write,4096,ordered,kyber,256,on,atime,5,libaio,168.6430158,341778,85444.58931
randread,4096,ordered,kyber,256,on,atime,5,libaio,9527.160202,6699,1674.784698
randwrite,4096,ordered,kyber,256,on,atime,5,libaio,492.1652297,124771,31192.76535
rw,4096,ordered,kyber,256,on,atime,5,libaio,605.6089862,22616,5654.025168
randrw,4096,ordered,kyber,256,on,atime,5,libaio,13903.5838,2237,559.347181
read,4096,ordered,kyber,256,on,atime,30,sync,18.01408885,31614,7903.521466
write,4096,ordered,kyber,256,on,atime,30,sync,9.524607056,341778,85444.58931
randread,4096,ordered,kyber,256,on,atime,30,sync,523.4764868,7589,1897.44926
randwrite,4096,ordered,kyber,256,on,atime,30,sync,40.16306613,94945,23736.32742
rw,4096,ordered,kyber,256,on,atime,30,sync,35.22415598,26802,6700.510725
randrw,4096,ordered,kyber,256,on,atime,30,sync,871.6552375,2235,558.975408
read,4096,ordered,kyber,256,on,atime,30,libaio,261.8364667,33690,8422.567793
write,4096,ordered,kyber,256,on,atime,30,libaio,162.0144676,354248,88562.16216
randread,4096,ordered,kyber,256,on,atime,30,libaio,7371.694084,8651,2162.90429
randwrite,4096,ordered,kyber,256,on,atime,30,libaio,524.5714716,116819,29204.99109
rw,4096,ordered,kyber,256,on,atime,30,libaio,574.9817437,27943,6985.942492
randrw,4096,ordered,kyber,256,on,atime,30,libaio,14051.42496,2203,550.799355
read,4096,ordered,kyber,256,off,noatime,5,sync,19.08664323,29046,7261.606648
write,4096,ordered,kyber,256,off,noatime,5,sync,10.00877386,344473,86118.26544
randread,4096,ordered,kyber,256,off,noatime,5,sync,470.1553716,8447,2111.952564
randwrite,4096,ordered,kyber,256,off,noatime,5,sync,32.80008472,115329,28832.38011
rw,4096,ordered,kyber,256,off,noatime,5,sync,35.80977999,21663,5415.951123
randrw,4096,ordered,kyber,256,off,noatime,5,sync,872.9029625,2232,558.071871
read,4096,ordered,kyber,256,off,noatime,5,libaio,257.9462362,38567,9641.900839
write,4096,ordered,kyber,256,off,noatime,5,libaio,220.0619276,266949,66737.27088
randread,4096,ordered,kyber,256,off,noatime,5,libaio,9460.057391,6747,1686.81149
randwrite,4096,ordered,kyber,256,off,noatime,5,libaio,563.2581144,109546,27386.54409
rw,4096,ordered,kyber,256,off,noatime,5,libaio,723.1826707,21560,5390.139688
randrw,4096,ordered,kyber,256,off,noatime,5,libaio,14025.10936,2234,558.670732
read,4096,ordered,kyber,256,off,noatime,30,sync,12.21461151,29441,7360.287511
write,4096,ordered,kyber,256,off,noatime,30,sync,7.17029155,467279,116819.9643
randread,4096,ordered,kyber,256,off,noatime,30,sync,445.8872597,8906,2226.540735
randwrite,4096,ordered,kyber,256,off,noatime,30,sync,25.21728134,147189,36797.30489
rw,4096,ordered,kyber,256,off,noatime,30,sync,37.17720912,23101,5775.488642
randrw,4096,ordered,kyber,256,off,noatime,30,sync,810.9489502,2393,598.303539
read,4096,ordered,kyber,256,off,noatime,30,libaio,248.1217704,40617,10154.3229
write,4096,ordered,kyber,256,off,noatime,30,libaio,156.367919,388361,97090.37037
randread,4096,ordered,kyber,256,off,noatime,30,libaio,7760.384816,8216,2054.033724
randwrite,4096,ordered,kyber,256,off,noatime,30,libaio,484.0489578,126762,31690.52224
rw,4096,ordered,kyber,256,off,noatime,30,libaio,726.6261274,22380,5595.189355
randrw,4096,ordered,kyber,256,off,noatime,30,libaio,12649.32026,2448,612.012987
read,4096,ordered,kyber,256,off,atime,5,sync,17.3724924,33916,8479.234054
write,4096,ordered,kyber,256,off,atime,5,sync,12.88889774,277694,69423.72881
randread,4096,ordered,kyber,256,off,atime,5,sync,381.0481733,10397,2599.294015
randwrite,4096,ordered,kyber,256,off,atime,5,sync,27.94286557,134226,33556.57962
rw,4096,ordered,kyber,256,off,atime,5,sync,37.62047093,32203,8050.810015
randrw,4096,ordered,kyber,256,off,atime,5,sync,883.1740458,2198,549.599517
read,4096,ordered,kyber,256,off,atime,5,libaio,276.5937491,30096,7524.225029
write,4096,ordered,kyber,256,off,atime,5,libaio,164.0416296,354248,88562.16216
randread,4096,ordered,kyber,256,off,atime,5,libaio,9512.434581,6712,1678.043784
randwrite,4096,ordered,kyber,256,off,atime,5,libaio,543.760033,113482,28370.56277
rw,4096,ordered,kyber,256,off,atime,5,libaio,730.5578614,24295,6073.888889
randrw,4096,ordered,kyber,256,off,atime,5,libaio,12719.65663,2435,608.933776
read,4096,ordered,kyber,256,off,atime,30,sync,14.98352882,34343,8585.877113
write,4096,ordered,kyber,256,off,atime,30,sync,12.73324599,195483,48870.9918
randread,4096,ordered,kyber,256,off,atime,30,sync,350.5919835,11305,2826.28946
randwrite,4096,ordered,kyber,256,off,atime,30,sync,32.21770813,116404,29101.24334
rw,4096,ordered,kyber,256,off,atime,30,sync,31.80942748,23784,5946.156635
randrw,4096,ordered,kyber,256,off,atime,30,sync,848.4521158,2326,581.614739
read,4096,ordered,kyber,256,off,atime,30,libaio,325.5829478,31133,7783.372922
write,4096,ordered,kyber,256,off,atime,30,libaio,201.5549751,289342,72335.54084
randread,4096,ordered,kyber,256,off,atime,30,libaio,8772.194713,7272,1818.17173
randwrite,4096,ordered,kyber,256,off,atime,30,libaio,490.2328099,125608,31402.01246
rw,4096,ordered,kyber,256,off,atime,30,libaio,824.8946459,21567,5391.911886
randrw,4096,ordered,kyber,256,off,atime,30,libaio,14271.89575,2185,546.276711
read,4096,ordered,kyber,512,on,noatime,5,sync,22.0486825,29470,7367.734682
write,4096,ordered,kyber,512,on,noatime,5,sync,33.29298673,107436,26859.01639
randread,4096,ordered,kyber,512,on,noatime,5,sync,1382.598236,2878,719.638073
randwrite,4096,ordered,kyber,512,on,noatime,5,sync,34.05120039,111125,27781.26325
rw,4096,ordered,kyber,512,on,noatime,5,sync,42.97739346,39398,9849.54955
randrw,4096,ordered,kyber,512,on,noatime,5,sync,946.5128841,2071,517.906206
read,4096,ordered,kyber,512,on,noatime,5,libaio,301.1869112,30750,7687.507331
write,4096,ordered,kyber,512,on,noatime,5,libaio,212.3815529,274209,68552.30126
randread,4096,ordered,kyber,512,on,noatime,5,libaio,8602.051251,7410,1852.503039
randwrite,4096,ordered,kyber,512,on,noatime,5,libaio,399.6583521,151703,37925.92593
rw,4096,ordered,kyber,512,on,noatime,5,libaio,822.4545936,16895,4223.953638
randrw,4096,ordered,kyber,512,on,noatime,5,libaio,13635.79858,2275,568.952956
read,4096,ordered,kyber,512,on,noatime,30,sync,23.16082442,36571,9142.857143
write,4096,ordered,kyber,512,on,noatime,30,sync,5.719635544,518071,129517.7866
randread,4096,ordered,kyber,512,on,noatime,30,sync,450.1339805,8812,2203.186983
randwrite,4096,ordered,kyber,512,on,noatime,30,sync,11.69504334,283705,70926.40693
rw,4096,ordered,kyber,512,on,noatime,30,sync,46.82197875,24791,6197.845805
randrw,4096,ordered,kyber,512,on,noatime,30,sync,959.7587841,2061,515.334821
read,4096,ordered,kyber,512,on,noatime,30,libaio,255.3869928,28419,7104.943625
write,4096,ordered,kyber,512,on,noatime,30,libaio,297.0993885,202427,50606.94981
randread,4096,ordered,kyber,512,on,noatime,30,libaio,6892.080345,9239,2309.9644
randwrite,4096,ordered,kyber,512,on,noatime,30,libaio,369.6204618,162620,40655.08685
rw,4096,ordered,kyber,512,on,noatime,30,libaio,919.8912423,19836,4959.026308
randrw,4096,ordered,kyber,512,on,noatime,30,libaio,15562.40579,2013,503.469131
read,4096,ordered,kyber,512,on,atime,5,sync,15.02321445,29694,7423.652016
write,4096,ordered,kyber,512,on,atime,5,sync,4.081233047,732245,183061.4525
randread,4096,ordered,kyber,512,on,atime,5,sync,419.0773604,9447,2361.827879
randwrite,4096,ordered,kyber,512,on,atime,5,sync,24.54664098,144272,36068.24436
rw,4096,ordered,kyber,512,on,atime,5,sync,44.99109836,17239,4309.986859
randrw,4096,ordered,kyber,512,on,atime,5,sync,915.5746471,2171,542.7692
read,4096,ordered,kyber,512,on,atime,5,libaio,347.62344,30496,7624.011168
write,4096,ordered,kyber,512,on,atime,5,libaio,127.7065466,430449,107612.4795
randread,4096,ordered,kyber,512,on,atime,5,libaio,7140.481905,8920,2230.025861
randwrite,4096,ordered,kyber,512,on,atime,5,libaio,324.0967393,184738,46184.63707
rw,4096,ordered,kyber,512,on,atime,5,libaio,847.5052623,19074,4768.682757
randrw,4096,ordered,kyber,512,on,atime,5,libaio,14369.15199,2160,540.05236
read,4096,ordered,kyber,512,on,atime,30,sync,17.74832759,29949,7487.26151
write,4096,ordered,kyber,512,on,atime,30,sync,13.89612183,260580,65145.12923
randread,4096,ordered,kyber,512,on,atime,30,sync,493.8329045,8035,2008.766284
randwrite,4096,ordered,kyber,512,on,atime,30,sync,19.37119992,182424,45606.12387
rw,4096,ordered,kyber,512,on,atime,30,sync,48.35585591,19270,4817.714454
randrw,4096,ordered,kyber,512,on,atime,30,sync,816.5950311,2402,600.747294
read,4096,ordered,kyber,512,on,atime,30,libaio,392.5783681,31402,7850.503115
write,4096,ordered,kyber,512,on,atime,30,libaio,192.1872471,295207,73801.8018
randread,4096,ordered,kyber,512,on,atime,30,libaio,7949.673335,8016,2004.097734
randwrite,4096,ordered,kyber,512,on,atime,30,libaio,171.1020119,308042,77010.57579
rw,4096,ordered,kyber,512,on,atime,30,libaio,686.9384853,38372,9593.155894
randrw,4096,ordered,kyber,512,on,atime,30,libaio,15574.53323,2007,501.774623
read,4096,ordered,kyber,512,off,noatime,5,sync,16.43400844,29812,7453.20141
write,4096,ordered,kyber,512,off,noatime,5,sync,7.700194366,438367,109591.9732
randread,4096,ordered,kyber,512,off,noatime,5,sync,488.3768893,8124,2031.179296
randwrite,4096,ordered,kyber,512,off,noatime,5,sync,24.11470552,148945,37236.36364
rw,4096,ordered,kyber,512,off,noatime,5,sync,39.41989216,16426,4106.548141
randrw,4096,ordered,kyber,512,off,noatime,5,sync,804.9734498,2401,600.263538
read,4096,ordered,kyber,512,off,noatime,5,libaio,370.3509416,34040,8510.063628
write,4096,ordered,kyber,512,off,noatime,5,libaio,221.926284,161617,40404.43896
randread,4096,ordered,kyber,512,off,noatime,5,libaio,7234.60293,8800,2200.228295
randwrite,4096,ordered,kyber,512,off,noatime,5,libaio,400.748986,150744,37686.02645
rw,4096,ordered,kyber,512,off,noatime,5,libaio,1002.89137,20039,5009.77547
randrw,4096,ordered,kyber,512,off,noatime,5,libaio,15045.59453,2073,518.356381
read,4096,ordered,kyber,512,off,noatime,30,sync,16.88795183,40373,10093.33128
write,4096,ordered,kyber,512,off,noatime,30,sync,14.5715782,205281,51320.28191
randread,4096,ordered,kyber,512,off,noatime,30,sync,489.9713303,7900,1975.165763
randwrite,4096,ordered,kyber,512,off,noatime,30,sync,21.0367308,168364,42091.20103
rw,4096,ordered,kyber,512,off,noatime,30,sync,45.46186884,19981,4995.278708
randrw,4096,ordered,kyber,512,off,noatime,30,sync,898.714021,2163,540.996586
read,4096,ordered,kyber,512,off,noatime,30,libaio,392.4762014,33423,8355.98623
write,4096,ordered,kyber,512,off,noatime,30,libaio,213.6784694,273351,68337.85193
randread,4096,ordered,kyber,512,off,noatime,30,libaio,7191.413468,8856,2214.128856
randwrite,4096,ordered,kyber,512,off,noatime,30,libaio,318.0588171,187379,46844.88921
rw,4096,ordered,kyber,512,off,noatime,30,libaio,692.8579065,19752,4938.121048
randrw,4096,ordered,kyber,512,off,noatime,30,libaio,14591.39863,2142,535.581319
read,4096,ordered,kyber,512,off,atime,5,sync,16.87388591,29510,7377.687718
write,4096,ordered,kyber,512,off,atime,5,sync,15.13765495,231985,57996.46018
randread,4096,ordered,kyber,512,off,atime,5,sync,407.5249483,9727,2431.852759
randwrite,4096,ordered,kyber,512,off,atime,5,sync,29.14162705,121194,30298.65927
rw,4096,ordered,kyber,512,off,atime,5,sync,45.24753252,17794,4448.528414
randrw,4096,ordered,kyber,512,off,atime,5,sync,768.5183285,2575,643.774044
read,4096,ordered,kyber,512,off,atime,5,libaio,434.2747617,32829,8207.388854
write,4096,ordered,kyber,512,off,atime,5,libaio,255.1594444,232603,58150.84295
randread,4096,ordered,kyber,512,off,atime,5,libaio,7076.91749,8998,2249.545189
randwrite,4096,ordered,kyber,512,off,atime,5,libaio,290.4081239,206088,51522.01258
rw,4096,ordered,kyber,512,off,atime,5,libaio,924.6870498,20994,5248.679789
randrw,4096,ordered,kyber,512,off,atime,5,libaio,15638.23335,1994,498.563546
read,4096,ordered,kyber,512,off,atime,30,sync,15.9433815,28765,7191.484692
write,4096,ordered,kyber,512,off,atime,30,sync,7.555311417,429744,107436.0656
randread,4096,ordered,kyber,512,off,atime,30,sync,351.3648076,11248,2812.100408
randwrite,4096,ordered,kyber,512,off,atime,30,sync,26.3195927,135896,33974.07983
rw,4096,ordered,kyber,512,off,atime,30,sync,39.45650096,38746,9686.650916
randrw,4096,ordered,kyber,512,off,atime,30,sync,929.6194241,2090,522.535009
read,4096,ordered,kyber,512,off,atime,30,libaio,258.4323242,28450,7112.654656
write,4096,ordered,kyber,512,off,atime,30,libaio,382.042731,116560,29140.06225
randread,4096,ordered,kyber,512,off,atime,30,libaio,6516.577677,9769,2442.274726
randwrite,4096,ordered,kyber,512,off,atime,30,libaio,385.7086932,157066,39266.62672
rw,4096,ordered,kyber,512,off,atime,30,libaio,773.0912335,19341,4835.471031
randrw,4096,ordered,kyber,512,off,atime,30,libaio,14940.56973,2089,522.310338
read,4096,ordered,none,128,on,noatime,5,sync,15.64257681,223481,55870.41773
write,4096,ordered,none,128,on,noatime,5,sync,17.95094164,200722,50180.70444
randread,4096,ordered,none,128,on,noatime,5,sync,451.0580358,8694,2173.520828
randwrite,4096,ordered,none,128,on,noatime,5,sync,22.64155908,158682,39670.70218
rw,4096,ordered,none,128,on,noatime,5,sync,71.25098573,22120,5530.096105
randrw,4096,ordered,none,128,on,noatime,5,sync,863.6525147,2258,564.516962
read,4096,ordered,none,128,on,noatime,5,libaio,269.5870629,30531,7632.890752
write,4096,ordered,none,128,on,noatime,5,libaio,203.1692566,294543,73635.95506
randread,4096,ordered,none,128,on,noatime,5,libaio,7313.031432,8709,2177.420427
randwrite,4096,ordered,none,128,on,noatime,5,libaio,397.8210945,139290,34822.52922
rw,4096,ordered,none,128,on,noatime,5,libaio,794.12575,17753,4438.294993
randrw,4096,ordered,none,128,on,noatime,5,libaio,15203.61886,2050,512.532425
read,4096,ordered,none,128,on,noatime,30,sync,16.22992667,26648,6662.193758
write,4096,ordered,none,128,on,noatime,30,sync,7.934383545,406424,101606.2016
randread,4096,ordered,none,128,on,noatime,30,sync,414.4164815,9562,2390.690548
randwrite,4096,ordered,none,128,on,noatime,30,sync,39.02051187,95325,23831.27273
rw,4096,ordered,none,128,on,noatime,30,sync,46.39922437,19447,4861.992292
randrw,4096,ordered,none,128,on,noatime,30,sync,874.4137273,2229,557.493244
read,4096,ordered,none,128,on,noatime,30,libaio,382.4084585,29785,7446.426542
write,4096,ordered,none,128,on,noatime,30,libaio,277.2260166,192894,48223.69389
randread,4096,ordered,none,128,on,noatime,30,libaio,7900.090447,8067,2016.802585
randwrite,4096,ordered,none,128,on,noatime,30,libaio,343.2068695,174413,43603.45975
rw,4096,ordered,none,128,on,noatime,30,libaio,916.5139319,15154,3788.725887
randrw,4096,ordered,none,128,on,noatime,30,libaio,17481.82386,1789,447.438066
read,4096,ordered,none,128,on,atime,5,sync,13.48803917,31211,7802.833671
write,4096,ordered,none,128,on,atime,5,sync,16.50594516,220289,55072.26891
randread,4096,ordered,none,128,on,atime,5,sync,493.6713925,8034,2008.643148
randwrite,4096,ordered,none,128,on,atime,5,sync,19.63809259,177604,44401.08401
rw,4096,ordered,none,128,on,atime,5,sync,43.23951425,19063,4765.911072
randrw,4096,ordered,none,128,on,atime,5,sync,1289.77691,1509,377.45555
read,4096,ordered,none,128,on,atime,5,libaio,801.1671505,26383,6595.813205
write,4096,ordered,none,128,on,atime,5,libaio,284.6350703,204800,51200
randread,4096,ordered,none,128,on,atime,5,libaio,12238.03374,5211,1302.798982
randwrite,4096,ordered,none,128,on,atime,5,libaio,552.1107414,110098,27524.56951
rw,4096,ordered,none,128,on,atime,5,libaio,1173.891637,10853,2713.352085
randrw,4096,ordered,none,128,on,atime,5,libaio,50422.42858,616,154.00833
read,4096,ordered,none,128,on,atime,30,sync,37.22345258,92991,23247.96027
write,4096,ordered,none,128,on,atime,30,sync,36.56746494,101763,25440.99379
randread,4096,ordered,none,128,on,atime,30,sync,1499.260298,2647,661.912938
randwrite,4096,ordered,none,128,on,atime,30,sync,20.3615921,176527,44131.98653
rw,4096,ordered,none,128,on,atime,30,sync,41.12470377,43848,10962.23262
randrw,4096,ordered,none,128,on,atime,30,sync,763.1970726,2574,643.508799
read,4096,ordered,none,128,on,atime,30,libaio,212.5192151,45534,11383.70679
write,4096,ordered,none,128,on,atime,30,libaio,243.5408619,241384,60346.22468
randread,4096,ordered,none,128,on,atime,30,libaio,8607.320275,7405,1851.456338
randwrite,4096,ordered,none,128,on,atime,30,libaio,295.123293,201959,50489.98459
rw,4096,ordered,none,128,on,atime,30,libaio,902.7078382,33408,8352.177235
randrw,4096,ordered,none,128,on,atime,30,libaio,14091.78512,2204,551.095504
read,4096,ordered,none,128,off,noatime,5,sync,15.40203655,39213,9803.440539
write,4096,ordered,none,128,off,noatime,5,sync,7.586009293,458293,114573.4266
randread,4096,ordered,none,128,off,noatime,5,sync,490.3019263,8096,2024.090432
randwrite,4096,ordered,none,128,off,noatime,5,sync,19.46541386,179673,44918.43729
rw,4096,ordered,none,128,off,noatime,5,sync,42.6752305,24139,6034.774609
randrw,4096,ordered,none,128,off,noatime,5,sync,865.4241436,2247,561.876863
read,4096,ordered,none,128,off,noatime,5,libaio,305.4743685,49461,12365.28302
write,4096,ordered,none,128,off,noatime,5,libaio,282.9612702,214696,53674.03767
randread,4096,ordered,none,128,off,noatime,5,libaio,8863.001186,7160,1790.160889
randwrite,4096,ordered,none,128,off,noatime,5,libaio,264.5458159,222155,55538.98305
rw,4096,ordered,none,128,off,noatime,5,libaio,722.2762361,17386,4346.541214
randrw,4096,ordered,none,128,off,noatime,5,libaio,16148.03281,1926,481.580454
read,4096,ordered,none,128,off,noatime,30,sync,15.29344569,26272,6568.049709
write,4096,ordered,none,128,off,noatime,30,sync,18.52010657,160430,40107.71114
randread,4096,ordered,none,128,off,noatime,30,sync,450.704453,8786,2196.688342
randwrite,4096,ordered,none,128,off,noatime,30,sync,20.47149199,138043,34510.79516
rw,4096,ordered,none,128,off,noatime,30,sync,44.44758715,20703,5175.792962
randrw,4096,ordered,none,128,off,noatime,30,sync,880.6144149,2213,553.476207
read,4096,ordered,none,128,off,noatime,30,libaio,524.3996108,36817,9204.494382
write,4096,ordered,none,128,off,noatime,30,libaio,188.3659904,309132,77283.01887
randread,4096,ordered,none,128,off,noatime,30,libaio,6390.459014,9963,2490.916002
randwrite,4096,ordered,none,128,off,noatime,30,libaio,173.0730307,323235,80808.87793
rw,4096,ordered,none,128,off,noatime,30,libaio,965.3869203,32187,8046.859666
randrw,4096,ordered,none,128,off,noatime,30,libaio,16999.71489,1839,459.955966
read,4096,ordered,none,128,off,atime,5,sync,21.05779227,34551,8637.933307
write,4096,ordered,none,128,off,atime,5,sync,15.99963199,223101,55775.31915
randread,4096,ordered,none,128,off,atime,5,sync,487.2053871,8130,2032.565208
randwrite,4096,ordered,none,128,off,atime,5,sync,12.56657297,266406,66601.62602
rw,4096,ordered,none,128,off,atime,5,sync,54.1408214,20971,5242.806905
randrw,4096,ordered,none,128,off,atime,5,sync,985.0851397,1980,495.183888
read,4096,ordered,none,128,off,atime,5,libaio,289.4804038,28358,7089.571614
write,4096,ordered,none,128,off,atime,5,libaio,492.7492063,112604,28151.20275
randread,4096,ordered,none,128,off,atime,5,libaio,8250.930005,7723,1930.823169
randwrite,4096,ordered,none,128,off,atime,5,libaio,224.2498367,263726,65931.58954
rw,4096,ordered,none,128,off,atime,5,libaio,910.7011112,18186,4546.576102
randrw,4096,ordered,none,128,off,atime,5,libaio,14682.01917,2127,531.80381
read,4096,ordered,none,128,off,atime,30,sync,31.24497656,29487,7371.878515
write,4096,ordered,none,128,off,atime,30,sync,8.083930878,397790,99447.64795
randread,4096,ordered,none,128,off,atime,30,sync,456.8322623,8666,2166.55096
randwrite,4096,ordered,none,128,off,atime,30,sync,12.32493391,272215,68053.99792
rw,4096,ordered,none,128,off,atime,30,sync,44.14892689,27789,6947.468757
randrw,4096,ordered,none,128,off,atime,30,sync,911.8530758,2140,535.118203
read,4096,ordered,none,128,off,atime,30,libaio,262.1220459,32625,8156.316117
write,4096,ordered,none,128,off,atime,30,libaio,191.7419222,299251,74812.78539
randread,4096,ordered,none,128,off,atime,30,libaio,9285.597967,6871,1717.985687
randwrite,4096,ordered,none,128,off,atime,30,libaio,318.7529471,189959,47489.85507
rw,4096,ordered,none,128,off,atime,30,libaio,918.0866902,13261,3315.374507
randrw,4096,ordered,none,128,off,atime,30,libaio,15136.27828,2063,515.821093
read,4096,ordered,none,256,on,noatime,5,sync,17.43988841,29325,7331.468844
write,4096,ordered,none,256,on,noatime,5,sync,5.093616653,581250,145312.6386
randread,4096,ordered,none,256,on,noatime,5,sync,411.3176596,9617,2404.461403
randwrite,4096,ordered,none,256,on,noatime,5,sync,9.748434113,328090,82022.52816
rw,4096,ordered,none,256,on,noatime,5,sync,51.06490009,37102,9275.735294
randrw,4096,ordered,none,256,on,noatime,5,sync,952.0345339,2042,510.673081
read,4096,ordered,none,256,on,noatime,5,libaio,334.0116297,173032,43258.08581
write,4096,ordered,none,256,on,noatime,5,libaio,289.2761804,207885,51971.45123
randread,4096,ordered,none,256,on,noatime,5,libaio,7981.179916,7982,1995.736647
randwrite,4096,ordered,none,256,on,noatime,5,libaio,205.6901752,243854,60963.72093
rw,4096,ordered,none,256,on,noatime,5,libaio,739.987951,35041,8760.416667
randrw,4096,ordered,none,256,on,noatime,5,libaio,15174.82132,2056,514.195683
read,4096,ordered,none,256,on,noatime,30,sync,25.41781516,29664,7416.091434
write,4096,ordered,none,256,on,noatime,30,sync,9.762279709,334794,83698.59515
randread,4096,ordered,none,256,on,noatime,30,sync,448.0295787,8836,2209.053831
randwrite,4096,ordered,none,256,on,noatime,30,sync,9.445632553,334367,83591.83674
rw,4096,ordered,none,256,on,noatime,30,sync,58.01984704,17981,4495.476974
randrw,4096,ordered,none,256,on,noatime,30,sync,987.9212381,1967,491.879246
read,4096,ordered,none,256,on,noatime,30,libaio,317.361792,26052,6513.218048
write,4096,ordered,none,256,on,noatime,30,libaio,156.7214341,363583,90895.97781
randread,4096,ordered,none,256,on,noatime,30,libaio,5637.711212,11281,2820.329647
randwrite,4096,ordered,none,256,on,noatime,30,libaio,283.5434735,208050,52012.69841
