workload_type,block_size,journal_modes,io_schedulers,read_ahead_sizes,barriers,noatime_options,commit_intervals,io_engines,mean_latency,bandwidth,iops
write,1024,ordered,bfq,128,on,noatime,30,sync,371.4137082,2682,2682.493553
randread,1024,ordered,bfq,128,on,noatime,30,sync,231.5399101,4243,4243.735026
randwrite,1024,ordered,bfq,128,on,noatime,30,sync,497.9274354,1998,1998.17062
rw,1024,ordered,bfq,128,on,noatime,30,sync,17.72744747,27381,27381.23167
randrw,1024,ordered,bfq,128,on,noatime,30,sync,841.7697138,863,863.680211
read,1024,ordered,bfq,128,on,noatime,30,libaio,101.222455,66231,66231.43002
write,1024,ordered,bfq,128,on,noatime,30,libaio,3109.92907,2568,2568.931049
randread,1024,ordered,bfq,128,on,noatime,30,libaio,1878.82233,4227,4227.719898
randwrite,1024,ordered,bfq,128,on,noatime,30,libaio,3231.261804,2471,2471.890618
rw,1024,ordered,bfq,128,on,noatime,30,libaio,178.0565919,17564,17564.90191
randrw,1024,ordered,bfq,128,on,noatime,30,libaio,4067.969483,1022,1022.320591
read,1024,ordered,bfq,128,on,atime,5,sync,7.858558533,94636,94636.82311
write,1024,ordered,bfq,128,on,atime,5,sync,426.5177276,2336,2336.524235
randread,1024,ordered,bfq,128,on,atime,5,sync,215.1144416,4580,4580.374616
randwrite,1024,ordered,bfq,128,on,atime,5,sync,457.1120766,2175,2175.685545
rw,1024,ordered,bfq,128,on,atime,5,sync,25.71093403,19016,19016.29328
randrw,1024,ordered,bfq,128,on,atime,5,sync,661.8031482,1065,1065.554795
read,1024,ordered,bfq,128,on,atime,5,libaio,117.053188,48205,48205.95807
write,1024,ordered,bfq,128,on,atime,5,libaio,3061.006138,2609,2609.748327
randread,1024,ordered,bfq,128,on,atime,5,libaio,1931.327459,4112,4112.449799
randwrite,1024,ordered,bfq,128,on,atime,5,libaio,3232.301806,2471,2471.657552
rw,1024,ordered,bfq,128,on,atime,5,libaio,187.9846888,16980,16980.77423
randrw,1024,ordered,bfq,128,on,atime,5,libaio,4168.690191,1003,1003.038627
read,1024,ordered,bfq,128,on,atime,30,sync,7.164619408,105959,105959.5796
write,1024,ordered,bfq,128,on,atime,30,sync,412.4335029,2416,2416.474623
randread,1024,ordered,bfq,128,on,atime,30,sync,234.3310752,4204,4204.259687
randwrite,1024,ordered,bfq,128,on,atime,30,sync,821.9586707,1209,1209.184756
rw,1024,ordered,bfq,128,on,atime,30,sync,64.61440097,8484,8484.876022
randrw,1024,ordered,bfq,128,on,atime,30,sync,1555.382652,449,449.712733
read,1024,ordered,bfq,128,on,atime,30,libaio,142.7101653,26489,26489.89491
write,1024,ordered,bfq,128,on,atime,30,libaio,4032.11898,1979,1979.909669
randread,1024,ordered,bfq,128,on,atime,30,libaio,3188.871006,2491,2491.673637
randwrite,1024,ordered,bfq,128,on,atime,30,libaio,7620.000435,1048,1048.005885
rw,1024,ordered,bfq,128,on,atime,30,libaio,813.9509799,4863,4863.744605
randrw,1024,ordered,bfq,128,on,atime,30,libaio,8690.526142,477,477.899724
read,1024,ordered,bfq,128,off,noatime,5,sync,22.50412227,17369,17369.73231
write,1024,ordered,bfq,128,off,noatime,5,sync,1096.918191,907,907.908317
randread,1024,ordered,bfq,128,off,noatime,5,sync,417.5548322,2325,2325.125949
randwrite,1024,ordered,bfq,128,off,noatime,5,sync,714.1931504,1379,1379.168113
rw,1024,ordered,bfq,128,off,noatime,5,sync,186.0655733,3406,3406.776127
randrw,1024,ordered,bfq,128,off,noatime,5,sync,1609.046348,443,443.773764
read,1024,ordered,bfq,128,off,noatime,5,libaio,109.0776477,70468,70468.8172
write,1024,ordered,bfq,128,off,noatime,5,libaio,2692.582646,2965,2965.228604
randread,1024,ordered,bfq,128,off,noatime,5,libaio,2460.208996,3224,3224.006887
randwrite,1024,ordered,bfq,128,off,noatime,5,libaio,3814.19688,2094,2094.303747
rw,1024,ordered,bfq,128,off,noatime,5,libaio,184.1312232,17775,17775.08839
randrw,1024,ordered,bfq,128,off,noatime,5,libaio,3377.995914,1233,1233.537794
read,1024,ordered,bfq,128,off,noatime,30,sync,7.971353683,65733,65733.1996
write,1024,ordered,bfq,128,off,noatime,30,sync,592.9039909,1677,1677.871937
randread,1024,ordered,bfq,128,off,noatime,30,sync,266.6722579,3671,3671.073269
randwrite,1024,ordered,bfq,128,off,noatime,30,sync,581.6976958,1704,1704.535997
rw,1024,ordered,bfq,128,off,noatime,30,sync,18.16993805,31153,31153.00286
randrw,1024,ordered,bfq,128,off,noatime,30,sync,812.2902762,879,879.131078
read,1024,ordered,bfq,128,off,noatime,30,libaio,109.6130445,30753,30753.63679
write,1024,ordered,bfq,128,off,noatime,30,libaio,3083.137649,2591,2591.123851
randread,1024,ordered,bfq,128,off,noatime,30,libaio,2357.108073,3378,3378.231398
randwrite,1024,ordered,bfq,128,off,noatime,30,libaio,3654.112378,2185,2185.917748
rw,1024,ordered,bfq,128,off,noatime,30,libaio,180.8347544,17564,17564.90191
randrw,1024,ordered,bfq,128,off,noatime,30,libaio,5409.022797,772,772.126926
read,1024,ordered,bfq,128,off,atime,5,sync,14.19743405,58150,58150.84295
write,1024,ordered,bfq,128,off,atime,5,sync,613.5471319,1623,1623.222866
randread,1024,ordered,bfq,128,off,atime,5,sync,211.3473851,4647,4647.778448
randwrite,1024,ordered,bfq,128,off,atime,5,sync,542.5464034,1830,1830.998114
rw,1024,ordered,bfq,128,off,atime,5,sync,73.62736248,10027,10027.46241
randrw,1024,ordered,bfq,128,off,atime,5,sync,1164.85742,619,619.293525
read,1024,ordered,bfq,128,off,atime,5,libaio,235.0698676,32924,32924.39086
write,1024,ordered,bfq,128,off,atime,5,libaio,3963.667508,2014,2014.69458
randread,1024,ordered,bfq,128,off,atime,5,libaio,4076.791798,1952,1952.219243
randwrite,1024,ordered,bfq,128,off,atime,5,libaio,7436.102258,1071,1071.261023
rw,1024,ordered,bfq,128,off,atime,5,libaio,535.8553864,7537,7537.65425
randrw,1024,ordered,bfq,128,off,atime,5,libaio,9245.653436,451,451.673762
read,1024,ordered,bfq,128,off,atime,30,sync,25.32860833,17928,17928.05362
write,1024,ordered,bfq,128,off,atime,30,sync,505.6272101,1963,1963.331336
randread,1024,ordered,bfq,128,off,atime,30,sync,468.4991502,2066,2066.990475
randwrite,1024,ordered,bfq,128,off,atime,30,sync,1493.108818,666,666.524282
rw,1024,ordered,bfq,128,off,atime,30,sync,40.63117165,6258,6258.642153
randrw,1024,ordered,bfq,128,off,atime,30,sync,2119.557117,335,335.915095
read,1024,ordered,bfq,128,off,atime,30,libaio,201.5821213,26662,26662.3271
write,1024,ordered,bfq,128,off,atime,30,libaio,5300.269429,1506,1506.782545
randread,1024,ordered,bfq,128,off,atime,30,libaio,2922.015151,2712,2712.919651
randwrite,1024,ordered,bfq,128,off,atime,30,libaio,5143.518775,1552,1552.268502
rw,1024,ordered,bfq,128,off,atime,30,libaio,626.7668806,6630,6630.719286
randrw,1024,ordered,bfq,128,off,atime,30,libaio,6522.258923,632,632.245395
read,1024,ordered,bfq,256,on,noatime,5,sync,23.89732375,18091,18091.37336
write,1024,ordered,bfq,256,on,noatime,5,sync,605.0591034,1646,1646.67454
randread,1024,ordered,bfq,256,on,noatime,5,sync,395.6064044,2452,2452.648715
randwrite,1024,ordered,bfq,256,on,noatime,5,sync,593.6162848,1675,1675.405519
rw,1024,ordered,bfq,256,on,noatime,5,sync,19.33001981,27943,27943.13809
randrw,1024,ordered,bfq,256,on,noatime,5,sync,726.5372254,955,955.038284
read,1024,ordered,bfq,256,on,noatime,5,libaio,91.5488782,39682,39682.71269
write,1024,ordered,bfq,256,on,noatime,5,libaio,3049.98379,2619,2619.972815
randread,1024,ordered,bfq,256,on,noatime,5,libaio,1862.090238,4281,4281.579721
randwrite,1024,ordered,bfq,256,on,noatime,5,libaio,4082.197459,1957,1957.204079
rw,1024,ordered,bfq,256,on,noatime,5,libaio,424.7760208,9632,9632.866618
randrw,1024,ordered,bfq,256,on,noatime,5,libaio,4405.430735,944,944.153124
read,1024,ordered,bfq,256,on,noatime,30,sync,6.520473389,49498,49498.48943
write,1024,ordered,bfq,256,on,noatime,30,sync,406.82053,2449,2449.165686
randread,1024,ordered,bfq,256,on,noatime,30,sync,197.9189867,4973,4973.137047
randwrite,1024,ordered,bfq,256,on,noatime,30,sync,481.3336208,2066,2066.371333
rw,1024,ordered,bfq,256,on,noatime,30,sync,67.44575835,11008,11008.75863
randrw,1024,ordered,bfq,256,on,noatime,30,sync,740.8292099,930,930.695184
read,1024,ordered,bfq,256,on,noatime,30,libaio,83.40851574,31163,31163.10033
write,1024,ordered,bfq,256,on,noatime,30,libaio,3024.850215,2641,2641.302596
randread,1024,ordered,bfq,256,on,noatime,30,libaio,1825.932777,4353,4353.972894
randwrite,1024,ordered,bfq,256,on,noatime,30,libaio,3671.651107,2174,2174.855228
rw,1024,ordered,bfq,256,on,noatime,30,libaio,172.3036441,19279,19279.941
randrw,1024,ordered,bfq,256,on,noatime,30,libaio,4572.259564,925,925.096602
read,1024,ordered,bfq,256,on,atime,5,sync,7.127947594,101135,101135.8025
write,1024,ordered,bfq,256,on,atime,5,sync,436.1999904,2283,2283.762828
randread,1024,ordered,bfq,256,on,atime,5,sync,220.8629489,4453,4453.686714
randwrite,1024,ordered,bfq,256,on,atime,5,sync,463.0222649,2146,2146.258392
rw,1024,ordered,bfq,256,on,atime,5,sync,16.4092465,18115,18115.02217
randrw,1024,ordered,bfq,256,on,atime,5,sync,774.600167,879,879.403138
read,1024,ordered,bfq,256,on,atime,5,libaio,103.0148612,40083,40083.18043
write,1024,ordered,bfq,256,on,atime,5,libaio,3046.672652,2622,2622.751376
randread,1024,ordered,bfq,256,on,atime,5,libaio,1688.603719,4725,4725.529077
randwrite,1024,ordered,bfq,256,on,atime,5,libaio,3302.670158,2419,2419.105976
rw,1024,ordered,bfq,256,on,atime,5,libaio,173.5186896,15217,15217.46217
randrw,1024,ordered,bfq,256,on,atime,5,libaio,3855.354228,1083,1083.77137
read,1024,ordered,bfq,256,on,atime,30,sync,5.790281914,77833,77833.72922
write,1024,ordered,bfq,256,on,atime,30,sync,362.5336258,2748,2748.993289
randread,1024,ordered,bfq,256,on,atime,30,sync,188.2061414,5222,5222.616249
randwrite,1024,ordered,bfq,256,on,atime,30,sync,462.9910697,2149,2149.179333
rw,1024,ordered,bfq,256,on,atime,30,sync,14.40388762,34951,34951.3369
randrw,1024,ordered,bfq,256,on,atime,30,sync,765.4144642,930,930.152134
read,1024,ordered,bfq,256,on,atime,30,libaio,86.59151154,28364,28364.42329
write,1024,ordered,bfq,256,on,atime,30,libaio,2664.082744,2998,2998.467275
randread,1024,ordered,bfq,256,on,atime,30,libaio,1693.462779,4712,4712.616402
randwrite,1024,ordered,bfq,256,on,atime,30,libaio,3192.215336,2501,2501.660495
rw,1024,ordered,bfq,256,on,atime,30,libaio,179.199679,15999,15999.7552
randrw,1024,ordered,bfq,256,on,atime,30,libaio,3829.600481,1104,1104.839664
read,1024,ordered,bfq,256,off,noatime,5,sync,7.207136909,74898,74898.28571
write,1024,ordered,bfq,256,off,noatime,5,sync,416.1539657,2394,2394.271518
randread,1024,ordered,bfq,256,off,noatime,5,sync,186.6363927,5297,5297.33662
randwrite,1024,ordered,bfq,256,off,noatime,5,sync,467.1102736,2125,2125.135788
rw,1024,ordered,bfq,256,off,noatime,5,sync,29.79354164,17527,17527.21909
randrw,1024,ordered,bfq,256,off,noatime,5,sync,537.2208302,1313,1313.537522
read,1024,ordered,bfq,256,off,noatime,5,libaio,70.50417622,110144,110144.5378
write,1024,ordered,bfq,256,off,noatime,5,libaio,2451.802946,3257,3257.337409
randread,1024,ordered,bfq,256,off,noatime,5,libaio,1900.460588,4164,4164.85018
randwrite,1024,ordered,bfq,256,off,noatime,5,libaio,3943.728348,2026,2026.5001
rw,1024,ordered,bfq,256,off,noatime,5,libaio,174.2212779,18748,18748.99598
randrw,1024,ordered,bfq,256,off,noatime,5,libaio,3972.693721,1047,1047.537384
read,1024,ordered,bfq,256,off,noatime,30,sync,7.738986664,40794,40794.27327
write,1024,ordered,bfq,256,off,noatime,30,sync,397.5244773,2506,2506.779888
randread,1024,ordered,bfq,256,off,noatime,30,sync,217.0623822,4507,4507.600248
randwrite,1024,ordered,bfq,256,off,noatime,30,sync,492.9599482,2016,2016.647434
rw,1024,ordered,bfq,256,off,noatime,30,sync,17.70405814,30498,30498.83341
randrw,1024,ordered,bfq,256,off,noatime,30,sync,665.4335537,1060,1060.953834
read,1024,ordered,bfq,256,off,noatime,30,libaio,87.56995454,47994,47994.14134
write,1024,ordered,bfq,256,off,noatime,30,libaio,2838.582185,2814,2814.334486
randread,1024,ordered,bfq,256,off,noatime,30,libaio,1871.266225,4248,4248.136384
randwrite,1024,ordered,bfq,256,off,noatime,30,libaio,3505.766435,2278,2278.641216
rw,1024,ordered,bfq,256,off,noatime,30,libaio,186.7054906,18525,18525.79365
randrw,1024,ordered,bfq,256,off,noatime,30,libaio,3867.183756,1078,1078.780576
read,1024,ordered,bfq,256,off,atime,5,sync,8.708882965,43401,43401.3245
write,1024,ordered,bfq,256,off,atime,5,sync,433.8186476,2298,2298.258842
randread,1024,ordered,bfq,256,off,atime,5,sync,207.26328,4758,4758.122482
randwrite,1024,ordered,bfq,256,off,atime,5,sync,488.680543,2025,2025.654499
rw,1024,ordered,bfq,256,off,atime,5,sync,38.23489183,17731,17731.68747
randrw,1024,ordered,bfq,256,off,atime,5,sync,882.9002705,795,795.189371
read,1024,ordered,bfq,256,off,atime,5,libaio,101.3685305,29600,29600.72267
write,1024,ordered,bfq,256,off,atime,5,libaio,2660.521763,3002,3002.451037
randread,1024,ordered,bfq,256,off,atime,5,libaio,2263.155077,3526,3526.948847
randwrite,1024,ordered,bfq,256,off,atime,5,libaio,3588.847343,2226,2226.502913
rw,1024,ordered,bfq,256,off,atime,5,libaio,155.8284608,25691,25691.43082
randrw,1024,ordered,bfq,256,off,atime,5,libaio,5233.72266,800,800.115073
read,1024,ordered,bfq,256,off,atime,30,sync,10.9483855,26947,26947.36842
write,1024,ordered,bfq,256,off,atime,30,sync,438.8983485,2269,2269.880853
randread,1024,ordered,bfq,256,off,atime,30,sync,197.5735095,4987,4987.898622
randwrite,1024,ordered,bfq,256,off,atime,30,sync,486.1147689,2044,2044.932601
rw,1024,ordered,bfq,256,off,atime,30,sync,15.40022018,33759,33759.81405
randrw,1024,ordered,bfq,256,off,atime,30,sync,721.4527421,994,994.582668
read,1024,ordered,bfq,256,off,atime,30,libaio,91.77179682,45322,45322.26833
write,1024,ordered,bfq,256,off,atime,30,libaio,2959.265436,2700,2700.344053
randread,1024,ordered,bfq,256,off,atime,30,libaio,1819.725849,4368,4368.047456
randwrite,1024,ordered,bfq,256,off,atime,30,libaio,3617.479387,2208,2208.718804
rw,1024,ordered,bfq,256,off,atime,30,libaio,175.1528335,18599,18599.60159
randrw,1024,ordered,bfq,256,off,atime,30,libaio,4817.762742,864,864.823023
read,1024,ordered,bfq,512,on,noatime,5,sync,10.19497504,33182,33182.78481
write,1024,ordered,bfq,512,on,noatime,5,sync,419.8909451,2373,2373.160001
randread,1024,ordered,bfq,512,on,noatime,5,sync,194.893122,5055,5055.814851
randwrite,1024,ordered,bfq,512,on,noatime,5,sync,451.200132,2204,2204.780568
rw,1024,ordered,bfq,512,on,noatime,5,sync,21.59844395,18302,18302.71633
randrw,1024,ordered,bfq,512,on,noatime,5,sync,796.351737,891,891.664393
read,1024,ordered,bfq,512,on,noatime,5,libaio,79.28026646,30228,30228.78229
write,1024,ordered,bfq,512,on,noatime,5,libaio,3092.611481,2583,2583.310339
randread,1024,ordered,bfq,512,on,noatime,5,libaio,1978.341895,4010,4010.525672
randwrite,1024,ordered,bfq,512,on,noatime,5,libaio,3779.342762,2113,2113.144276
rw,1024,ordered,bfq,512,on,noatime,5,libaio,185.5749158,21248,21248.04942
randrw,1024,ordered,bfq,512,on,noatime,5,libaio,4620.208206,902,902.89827
read,1024,ordered,bfq,512,on,noatime,30,sync,7.144202896,57970,57970.80938
write,1024,ordered,bfq,512,on,noatime,30,sync,403.8822194,2467,2467.28409
randread,1024,ordered,bfq,512,on,noatime,30,sync,232.9729645,4182,4182.526007
randwrite,1024,ordered,bfq,512,on,noatime,30,sync,472.3945901,2103,2103.513023
rw,1024,ordered,bfq,512,on,noatime,30,sync,48.92866728,12820,12820.51785
randrw,1024,ordered,bfq,512,on,noatime,30,sync,798.7335254,905,905.374706
read,1024,ordered,bfq,512,on,noatime,30,libaio,108.457391,36994,36994.63731
write,1024,ordered,bfq,512,on,noatime,30,libaio,2826.487886,2826,2826.777088
randread,1024,ordered,bfq,512,on,noatime,30,libaio,1710.006015,4668,4668.471292
randwrite,1024,ordered,bfq,512,on,noatime,30,libaio,4148.534273,1925,1925.745265
rw,1024,ordered,bfq,512,on,noatime,30,libaio,169.5596068,21076,21076.74944
randrw,1024,ordered,bfq,512,on,noatime,30,libaio,4292.589113,971,971.924398
read,1024,ordered,bfq,512,on,atime,5,sync,9.110238792,49405,49405.20166
write,1024,ordered,bfq,512,on,atime,5,sync,368.945893,2699,2699.509824
randread,1024,ordered,bfq,512,on,atime,5,sync,244.3106101,4012,4012.367221
randwrite,1024,ordered,bfq,512,on,atime,5,sync,506.0587261,1963,1963.360745
rw,1024,ordered,bfq,512,on,atime,5,sync,17.73409648,31064,31064.1635
randrw,1024,ordered,bfq,512,on,atime,5,sync,922.4066604,774,774.52421
read,1024,ordered,bfq,512,on,atime,5,libaio,104.430722,52576,52576.01284
write,1024,ordered,bfq,512,on,atime,5,libaio,3093.824384,2582,2582.343322
randread,1024,ordered,bfq,512,on,atime,5,libaio,1790.404117,4444,4444.474585
randwrite,1024,ordered,bfq,512,on,atime,5,libaio,3811.702554,2095,2095.911221
rw,1024,ordered,bfq,512,on,atime,5,libaio,168.0197874,19122,19122.00117
randrw,1024,ordered,bfq,512,on,atime,5,libaio,4892.833981,851,851.727328
read,1024,ordered,bfq,512,on,atime,30,sync,7.361446114,36911,36911.29259
write,1024,ordered,bfq,512,on,atime,30,sync,412.3696052,2415,2415.851074
randread,1024,ordered,bfq,512,on,atime,30,sync,210.5112671,4672,4672.465421
randwrite,1024,ordered,bfq,512,on,atime,30,sync,525.8634984,1885,1885.819521
rw,1024,ordered,bfq,512,on,atime,30,sync,28.88863361,21642,21642.05298
randrw,1024,ordered,bfq,512,on,atime,30,sync,727.3059431,968,968.267137
read,1024,ordered,bfq,512,on,atime,30,libaio,94.74748164,27114,27114.60488
write,1024,ordered,bfq,512,on,atime,30,libaio,3298.509248,2420,2420.043943
randread,1024,ordered,bfq,512,on,atime,30,libaio,1811.258274,4388,4388.081687
randwrite,1024,ordered,bfq,512,on,atime,30,libaio,3243.604078,2462,2462.6947
rw,1024,ordered,bfq,512,on,atime,30,libaio,502.5516452,7597,7597.233523
randrw,1024,ordered,bfq,512,on,atime,30,libaio,4793.135781,871,871.709035
read,1024,ordered,bfq,512,off,noatime,5,sync,8.377369148,37385,37385.05419
write,1024,ordered,bfq,512,off,noatime,5,sync,451.1149384,2208,2208.904918
randread,1024,ordered,bfq,512,off,noatime,5,sync,207.2422136,4763,4763.136856
randwrite,1024,ordered,bfq,512,off,noatime,5,sync,502.3161858,1981,1981.076751
rw,1024,ordered,bfq,512,off,noatime,5,sync,24.99452247,20735,20735.72335
randrw,1024,ordered,bfq,512,off,noatime,5,sync,1133.987512,634,634.448683
read,1024,ordered,bfq,512,off,noatime,5,libaio,200.7114618,14659,14659.65776
write,1024,ordered,bfq,512,off,noatime,5,libaio,6460.752568,1237,1237.065141
randread,1024,ordered,bfq,512,off,noatime,5,libaio,2449.856785,3239,3239.305044
randwrite,1024,ordered,bfq,512,off,noatime,5,libaio,5286.730461,1511,1511.264845
rw,1024,ordered,bfq,512,off,noatime,5,libaio,256.5963553,12693,12693.53273
randrw,1024,ordered,bfq,512,off,noatime,5,libaio,6114.465921,676,676.517167
read,1024,ordered,bfq,512,off,noatime,30,sync,9.442010361,42213,42213.20451
write,1024,ordered,bfq,512,off,noatime,30,sync,565.5717793,1762,1762.383693
randread,1024,ordered,bfq,512,off,noatime,30,sync,327.710395,3003,3003.001352
